89	3	558 318 79 59	252 334 60 45	371 321 61 46
90	3	559 320 76 57	367 319 66 49	251 335 59 44
91	3	558 319 79 59	369 321 64 49	251 335 59 45
92	3	558 319 77 58	372 321 63 47	251 335 60 45
93	3	559 321 75 56	370 322 64 48	251 336 60 45
94	3	559 321 75 56	252 338 59 44	371 323 62 47
95	3	560 320 74 55	371 324 62 47	252 337 60 45
96	3	559 321 78 58	370 323 64 48	252 338 59 44
97	3	559 322 75 56	372 325 61 46	253 337 61 46
98	3	560 322 75 56	371 324 64 48	253 338 58 44
99	3	559 321 76 57	372 323 63 47	253 337 60 45
100	3	559 322 76 57	370 321 65 49	252 336 61 46
101	3	560 321 74 55	252 336 61 46	372 323 61 45
102	3	369 320 67 50	561 323 72 54	253 336 60 45
103	3	558 321 76 57	252 337 60 45	372 325 60 46
104	3	252 336 61 46	557 321 76 57	371 323 61 46
105	3	559 321 72 54	372 324 62 47	253 336 60 45
106	3	557 322 75 56	371 323 63 47	254 337 58 43
107	3	557 323 75 56	372 324 62 46	254 338 58 44
108	3	559 323 73 54	369 322 64 48	255 338 56 42
109	3	556 324 77 57	371 324 62 47	254 338 58 44
110	3	557 322 74 56	255 337 58 43	371 324 62 47
111	3	557 320 75 56	372 323 63 48	254 336 59 45
112	3	556 321 76 57	370 323 62 47	254 336 58 44
113	3	558 321 74 56	371 323 63 47	256 337 56 42
114	3	556 320 76 57	371 323 63 47	256 337 56 42
115	3	556 319 77 57	371 323 64 48	256 338 55 41
116	3	556 321 74 55	372 324 62 47	255 338 56 42
117	3	555 321 75 56	371 322 64 48	254 337 58 44
118	3	557 324 70 53	372 325 62 46	255 339 56 42
119	3	557 324 70 52	373 325 60 45	253 338 58 44
120	3	555 324 73 54	369 325 64 48	254 340 55 41
121	3	553 324 74 56	254 339 57 43	370 327 60 45
122	3	552 323 72 54	252 339 58 44	370 325 62 47
123	3	552 324 71 54	370 325 63 48	254 341 54 41
124	3	551 325 73 55	369 324 65 49	253 340 55 42
125	3	551 324 72 54	369 326 62 46	253 342 52 40
126	3	551 325 73 54	370 327 61 46	253 341 54 41
127	3	551 324 71 53	369 325 62 46	253 339 56 42
128	3	552 322 70 53	369 324 62 47	254 339 54 41
129	3	550 320 73 54	369 324 63 47	254 338 55 41
130	3	368 322 66 50	552 319 70 53	254 337 56 42
131	3	550 322 72 54	370 324 62 47	255 338 54 41
132	3	551 323 69 52	370 325 61 46	255 339 54 40
133	3	551 323 70 52	371 324 61 46	254 337 56 42
134	3	550 322 71 54	371 325 60 45	255 338 55 41
135	3	370 323 64 48	551 322 70 53	254 337 54 41
136	3	551 322 69 52	372 324 62 46	256 338 54 41
137	3	551 323 69 52	371 324 62 47	256 338 54 40
138	3	551 321 68 51	370 322 64 48	255 337 58 44
139	3	550 322 70 53	371 324 63 47	255 338 56 42
140	3	551 323 69 52	372 326 61 46	256 340 53 40
141	3	550 325 70 52	371 326 62 47	257 340 54 41
142	3	551 325 68 51	257 339 56 42	373 327 59 44
143	3	371 326 64 48	551 325 68 51	257 340 54 40
144	3	551 326 68 51	372 325 63 47	258 340 53 40
145	3	550 324 69 52	373 326 61 45	258 339 54 41
146	3	551 325 68 51	372 323 65 49	258 337 57 42
147	3	375 325 62 46	551 325 68 51	260 339 52 39
148	3	375 326 62 47	553 324 66 49	260 339 54 40
149	3	374 324 64 48	552 324 67 50	260 339 53 40
150	3	553 324 66 50	377 328 60 45	262 341 52 39
151	3	553 324 67 51	376 325 62 47	262 339 54 41
152	3	554 324 66 49	377 325 61 46	263 340 53 40
153	3	378 326 61 46	553 325 66 49	263 339 55 41
154	3	376 324 64 48	553 323 67 51	263 337 56 42
155	3	553 324 67 51	378 324 62 46	264 340 53 40
156	3	551 323 69 52	380 325 59 44	263 338 55 41
157	3	551 324 69 52	380 326 61 45	264 339 53 40
158	3	551 322 70 52	376 322 64 48	264 337 55 41
159	3	552 323 68 51	380 324 62 46	264 338 56 42
160	3	550 321 70 52	379 324 62 46	264 337 57 43
161	3	552 322 69 52	379 324 62 47	264 337 56 42
162	3	554 323 66 50	379 323 63 47	267 338 53 40
163	3	380 325 61 46	552 321 68 51	266 337 55 41
164	3	378 323 65 49	554 322 67 50	268 338 52 39
165	3	553 322 67 50	379 322 64 48	268 337 54 40
166	3	552 321 69 52	379 321 65 49	268 338 54 40
167	3	552 321 69 52	380 324 64 48	267 337 55 42
168	3	553 323 67 50	381 323 64 48	269 337 54 41
169	3	381 322 67 50	554 322 66 49	269 338 53 40
170	3	554 324 65 48	382 325 63 48	272 341 51 39
171	3	382 325 63 48	555 324 65 48	270 339 54 40
172	3	381 323 65 49	554 323 66 50	271 340 52 40
173	3	554 325 64 48	382 324 64 48	271 341 52 39
174	3	553 324 65 49	381 325 66 49	272 341 51 38
175	3	380 323 69 52	553 325 66 49	271 340 54 40
176	3	553 326 65 49	381 323 65 49	272 340 53 40
177	3	378 323 67 51	553 327 64 48	272 343 50 38
178	3	552 327 65 49	381 325 65 49	271 341 53 40
179	3	381 325 65 49	552 326 65 48	271 341 54 41
180	3	379 326 66 50	549 327 66 50	272 342 52 39
181	3	381 326 64 48	550 326 66 50	271 341 54 40
182	3	380 326 64 48	551 328 63 47	271 341 53 40
183	3	550 328 65 49	379 325 64 49	271 341 51 39
184	3	377 323 67 50	548 327 63 48	270 340 52 39
185	3	375 319 70 52	548 328 62 46	269 340 54 40
186	3	376 325 69 52	547 327 64 48	269 340 53 40
187	3	377 324 67 51	545 328 64 48	270 343 48 36
188	3	379 328 62 47	546 327 62 46	268 341 52 39
189	3	377 327 63 48	543 329 63 48	265 339 56 42
190	3	377 329 60 45	540 328 66 49	265 340 55 41
191	3	541 329 63 47	376 327 65 49	265 341 52 39
192	3	374 325 66 50	540 328 63 47	265 340 53 40
193	3	539 328 63 47	373 326 64 48	264 340 52 39
194	3	539 329 63 47	377 328 62 47	264 341 52 39
195	3	374 323 65 49	538 328 63 47	264 340 51 38
196	3	538 327 63 47	264 339 52 39	372 325 64 48
197	3	373 321 67 50	537 327 63 48	263 339 53 40
198	3	537 325 63 47	264 339 52 39	372 328 64 48
199	3	374 323 70 52	537 327 63 47	264 337 54 41
200	3	376 320 67 51	537 325 63 47	266 339 52 39
201	3	376 322 68 51	266 338 52 39	538 327 61 46
202	3	376 324 65 49	536 324 64 48	265 338 53 40
203	3	373 319 73 55	537 323 62 47	266 338 52 39
204	3	374 319 74 55	535 323 66 50	267 337 53 40
205	3	375 320 72 54	536 322 64 48	267 337 52 39
206	3	376 319 72 54	536 323 64 48	267 337 52 39
207	3	378 322 66 50	538 323 62 47	268 338 53 40
208	3	377 320 72 54	537 325 62 47	268 338 53 40
209	3	376 320 71 53	536 325 64 48	269 340 50 37
210	3	376 322 74 55	536 325 64 48	267 339 52 39
211	3	377 323 72 54	536 326 63 48	268 339 52 39
212	3	376 322 74 55	533 325 66 50	268 339 54 41
213	3	377 322 71 53	537 329 60 45	267 340 52 39
214	3	375 322 74 56	536 329 60 45	266 340 52 39
215	3	374 321 77 58	533 326 64 48	267 339 53 39
216	3	374 322 74 55	532 327 66 49	267 341 51 38
217	3	374 322 74 55	532 328 65 49	266 340 53 40
218	3	377 326 64 48	532 328 62 47	264 339 55 41
219	3	374 322 73 54	532 328 62 47	265 340 52 39
220	3	376 324 72 54	265 340 51 38	534 329 59 44
221	3	375 325 72 54	530 326 63 47	265 340 51 39
222	3	373 323 76 57	264 339 53 40	532 328 59 45
223	3	375 323 71 53	528 324 65 49	263 339 53 40
224	3	376 325 68 51	529 324 64 48	264 338 55 41
225	3	375 322 73 55	529 323 63 47	264 339 52 39
226	3	374 320 76 57	527 323 65 49	262 338 54 41
227	3	376 324 72 54	529 326 62 47	264 341 50 38
228	3	378 326 69 52	530 326 63 47	263 341 52 39
229	3	527 327 65 49	379 328 65 49	262 339 55 41
230	3	378 327 69 52	528 328 63 47	261 341 54 40
231	3	529 329 61 46	262 342 53 40	375 324 72 54
232	3	528 327 64 48	264 342 50 38	381 327 70 53
233	3	379 327 69 52	527 327 66 49	262 340 54 40
234	3	380 328 65 49	528 328 64 48	264 341 53 40
235	3	383 330 65 49	528 328 62 46	262 340 54 40
236	3	378 328 69 52	527 328 63 47	262 341 53 40
237	3	382 328 67 50	526 328 66 50	262 341 54 41
238	3	526 327 65 49	261 340 54 40	378 325 69 52
239	3	381 329 67 50	527 330 61 46	262 340 52 39
240	3	383 328 64 49	527 328 61 46	260 339 54 41
241	3	379 326 67 51	527 327 62 47	262 340 52 39
242	3	376 323 74 56	525 327 63 48	261 340 52 39
243	3	380 326 68 51	526 328 63 47	260 339 55 41
244	3	377 323 74 55	525 327 65 49	261 340 52 39
245	3	381 327 67 51	526 328 63 47	260 340 52 39
246	3	378 324 68 51	526 328 63 47	260 340 51 39
247	3	378 324 72 54	523 327 65 49	259 340 53 40
248	3	376 321 74 56	525 327 63 47	261 341 51 38
249	3	375 320 79 59	523 326 66 49	260 340 52 39
250	3	385 328 64 48	524 326 64 48	260 339 53 40
251	3	378 321 73 55	526 325 61 46	260 339 52 39
252	3	379 320 74 55	524 324 64 48	259 338 53 40
253	3	377 319 76 57	522 323 69 52	260 338 51 38
254	3	382 324 68 51	523 322 65 48	260 337 51 38
255	3	382 320 70 53	523 322 64 48	259 336 53 40
256	3	378 318 75 56	524 322 63 48	259 336 53 40
257	3	380 318 75 56	524 322 64 48	259 337 53 40
258	3	522 322 67 50	257 336 56 42	379 321 78 59
259	3	523 322 66 50	259 338 53 40	380 319 74 56
260	3	525 326 63 47	258 339 54 41	381 325 73 55
261	3	378 321 77 58	524 326 63 47	259 337 56 42
262	3	523 325 65 48	258 339 55 41	381 321 78 59
263	3	378 320 80 60	525 326 62 47	258 340 54 40
264	3	380 323 77 58	525 327 62 47	256 339 56 42
265	3	377 321 78 58	525 327 61 46	257 340 54 41
266	3	380 322 74 56	523 325 65 48	257 341 53 40
267	3	378 319 81 60	524 327 63 47	258 341 53 40
268	3	381 323 75 56	258 340 53 40	525 328 60 45
269	3	525 326 61 45	258 339 53 40	374 322 81 61
270	3	382 322 74 56	257 340 52 39	525 326 61 46
271	3	377 318 83 62	522 325 65 49	257 337 55 41
272	3	376 318 81 61	522 324 64 48	257 337 54 41
273	3	374 312 88 66	524 323 63 47	256 336 55 41
274	3	375 314 85 64	523 323 64 48	257 336 54 40
275	3	376 315 86 64	257 337 52 39	525 323 61 46
276	3	377 318 82 61	523 323 66 49	257 337 54 41
277	3	380 319 77 58	523 324 66 50	257 338 54 41
278	3	376 318 85 63	524 325 65 49	257 339 53 40
279	3	379 321 79 59	524 326 65 49	257 341 51 39
280	3	373 317 90 67	522 326 67 50	257 340 55 41
281	3	379 321 81 61	524 327 65 49	258 342 52 39
282	3	380 322 81 60	257 341 55 41	526 328 62 46
283	3	523 327 66 50	258 342 53 40	378 322 81 61
284	3	381 324 77 58	524 326 64 48	257 342 51 38
285	3	380 321 80 60	523 325 66 49	258 339 53 40
286	3	378 320 84 63	524 324 66 49	256 337 54 41
287	3	380 319 81 61	524 321 65 49	258 339 50 38
288	3	380 317 81 60	524 320 65 49	255 334 56 42
289	3	381 315 79 59	523 318 65 49	256 333 53 40
290	3	378 314 81 61	523 319 66 49	256 333 51 39
291	3	374 312 89 66	524 317 63 47	257 332 51 38
292	3	386 316 73 54	525 318 62 47	257 331 51 38
293	3	372 305 95 71	524 317 64 48	256 330 52 39
294	3	375 307 88 66	523 315 66 50	256 331 51 38
295	3	378 309 85 64	524 316 64 48	255 330 52 39
296	3	377 308 87 65	523 315 66 49	255 330 52 39
297	3	372 306 95 71	523 314 66 50	256 331 50 38
298	3	374 307 90 68	523 316 65 49	255 330 54 40
299	3	522 317 67 50	255 331 53 40	375 306 86 65
